Time in ms;Pos hand in x;Pos hand in z;
0;0;0;
0;0;0;
0;0;0;
0.02;0;0;
0.02;0;0;
0.02;0;0;
0.04;0;0;
0.04;0;0;
0.04;0;0;
0.06;0;0;
0.06;0;0;
0.06;0;0;
0.08;0;0;
0.08;0;0;
0.08;0;0;
0.09999999;0;0;
0.09999999;0;0;
0.09999999;0;0;
0.12;0;0;
0.12;0;0;
0.12;0;0;
0.14;0;0;
0.14;0;0;
0.14;0;0;
0.16;0;0;
0.16;0;0;
0.16;0;0;
0.18;0;0;
0.18;0;0;
0.18;0;0;
0.2;0;0;
0.2;0;0;
0.2;0;0;
0.22;0;0;
0.22;0;0;
0.22;0;0;
0.24;0;0;
0.24;0;0;
0.24;0;0;
0.26;0;0;
0.26;0;0;
0.26;0;0;
0.28;0;0;
0.28;0;0;
0.28;0;0;
0.3;0;0;
0.3;0;0;
0.3;0;0;
0.88;0;0;
0.88;0;0;
0.88;0;0;
0.9;0;0;
0.9;0;0;
0.9;0;0;
0.92;0;0;
0.92;0;0;
0.92;0;0;
0.94;0;0;
0.94;0;0;
0.94;0;0;
0.96;0;0;
0.96;0;0;
0.96;0;0;
0.98;0;0;
0.98;0;0;
0.98;0;0;
1;0;0;
1;0;0;
1;0;0;
1.02;0;0;
1.02;0;0;
1.02;0;0;
1.04;0;0;
1.04;0;0;
1.04;0;0;
1.06;0;0;
1.06;0;0;
1.06;0;0;
1.08;0;0;
1.08;0;0;
1.08;0;0;
1.1;0;0;
1.1;0;0;
1.1;0;0;
1.12;0;0;
1.12;0;0;
1.12;0;0;
1.14;0;0;
1.14;0;0;
1.14;0;0;
1.16;0;0;
1.16;0;0;
1.16;0;0;
1.18;0;0;
1.18;0;0;
1.18;0;0;
1.2;0;0;
1.2;0;0;
1.2;0;0;
1.22;0;0;
1.22;0;0;
1.22;0;0;
1.24;0;0;
1.24;0;0;
1.24;0;0;
1.26;0;0;
1.26;0;0;
1.26;0;0;
1.28;0;0;
1.28;0;0;
1.28;0;0;
1.3;0;0;
1.3;0;0;
1.3;0;0;
1.32;0;0;
1.32;0;0;
1.32;0;0;
1.34;0;0;
1.34;0;0;
1.34;0;0;
1.36;0;0;
